200023	eng	I am studying Japanese.	arnab	2023-01-01 12:00:00	2023-06-01 12:00:00
200024	jpn	時間がありません。	mookeee	2023-01-01 12:00:00	2023-06-01 12:00:00
200025	eng	I have no time.	mookeee	2023-01-01 12:00:00	2023-06-01 12:00:00
200026	jpn	新しい車を買いました。	bunbuku	2023-01-01 12:00:00	2023-06-01 12:00:00
200027	eng	I bought a new car.	bunbuku	2023-01-01 12:00:00	2023-06-01 12:00:00
200028	jpn	山が見えます。	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200029	eng	I can see the mountain.	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200030	jpn	水を飲みます1。	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200031	eng	I drink water 1.	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200032	jpn	りんごを食べる1。	ck	2023-01-01 12:00:00	2023-06-01 12:00:00
200033	eng	I eat an apple 1.	ck	2023-01-01 12:00:00	2023-06-01 12:00:00
200034	jpn	学校へ行く1。	mookeee	2023-01-01 12:00:00	2023-06-01 12:00:00
200035	eng	I go to school 1.	mookeee	2023-01-01 12:00:00	2023-06-01 12:00:00
200036	jpn	映画を見る1。	bunbuku	2023-01-01 12:00:00	2023-06-01 12:00:00
200037	eng	I watch a movie 1.	bunbuku	2023-01-01 12:00:00	2023-06-01 12:00:00
200038	jpn	本を読みます1。	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200039	eng	I read a book 1.	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200040	jpn	犬がいます1。	ck	2023-01-01 12:00:00	2023-06-01 12:00:00
200041	eng	There is a dog 1.	ck	2023-01-01 12:00:00	2023-06-01 12:00:00
200042	jpn	猫が好きです1。	arnab	2023-01-01 12:00:00	2023-06-01 12:00:00
200043	eng	I like cats 1.	arnab	2023-01-01 12:00:00	2023-06-01 12:00:00
200044	jpn	今日は暑いです1。	mookeee	2023-01-01 12:00:00	2023-06-01 12:00:00
200045	eng	It is hot today 1.	mookeee	2023-01-01 12:00:00	2023-06-01 12:00:00
200046	jpn	friendと話す1。	bunbuku	2023-01-01 12:00:00	2023-06-01 12:00:00
200047	eng	I talk with a friend 1.	bunbuku	2023-01-01 12:00:00	2023-06-01 12:00:00
200048	jpn	先生は優しいです1。	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200049	eng	The teacher is kind 1.	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200050	jpn	電車に乗ります1。	ck	2023-01-01 12:00:00	2023-06-01 12:00:00
200051	eng	I ride the train 1.	ck	2023-01-01 12:00:00	2023-06-01 12:00:00
200052	jpn	日本語を勉強しています1。	arnab	2023-01-01 12:00:00	2023-06-01 12:00:00
200053	eng	I am studying Japanese 1.	arnab	2023-01-01 12:00:00	2023-06-01 12:00:00
200054	jpn	時間がありません1。	mookeee	2023-01-01 12:00:00	2023-06-01 12:00:00
200055	eng	I have no time 1.	mookeee	2023-01-01 12:00:00	2023-06-01 12:00:00
200056	jpn	新しい車を買いました1。	bunbuku	2023-01-01 12:00:00	2023-06-01 12:00:00
200057	eng	I bought a new car 1.	bunbuku	2023-01-01 12:00:00	2023-06-01 12:00:00
200058	jpn	山が見えます1。	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200059	eng	I can see the mountain 1.	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200060	jpn	水を飲みます2。	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200061	eng	I drink water 2.	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200062	jpn	りんごを食べる2。	ck	2023-01-01 12:00:00	2023-06-01 12:00:00
200063	eng	I eat an apple 2.	ck	2023-01-01 12:00:00	2023-06-01 12:00:00
200064	jpn	学校へ行く2。	mookeee	2023-01-01 12:00:00	2023-06-01 12:00:00
200065	eng	I go to school 2.	mookeee	2023-01-01 12:00:00	2023-06-01 12:00:00
200066	jpn	映画を見る2。	bunbuku	2023-01-01 12:00:00	2023-06-01 12:00:00
200067	eng	I watch a movie 2.	bunbuku	2023-01-01 12:00:00	2023-06-01 12:00:00
200068	jpn	本を読みます2。	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200069	eng	I read a book 2.	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200070	jpn	犬がいます2。	ck	2023-01-01 12:00:00	2023-06-01 12:00:00
200071	eng	There is a dog 2.	ck	2023-01-01 12:00:00	2023-06-01 12:00:00
200072	jpn	猫が好きです2。	arnab	2023-01-01 12:00:00	2023-06-01 12:00:00
200073	eng	I like cats 2.	arnab	2023-01-01 12:00:00	2023-06-01 12:00:00
200074	jpn	今日は暑いです2。	mookeee	2023-01-01 12:00:00	2023-06-01 12:00:00
200075	eng	It is hot today 2.	mookeee	2023-01-01 12:00:00	2023-06-01 12:00:00
200076	jpn	friendと話す2。	bunbuku	2023-01-01 12:00:00	2023-06-01 12:00:00
200077	eng	I talk with a friend 2.	bunbuku	2023-01-01 12:00:00	2023-06-01 12:00:00
200078	jpn	先生は優しいです2。	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200079	eng	The teacher is kind 2.	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200080	jpn	電車に乗ります2。	ck	2023-01-01 12:00:00	2023-06-01 12:00:00
200081	eng	I ride the train 2.	ck	2023-01-01 12:00:00	2023-06-01 12:00:00
200082	jpn	日本語を勉強しています2。	arnab	2023-01-01 12:00:00	2023-06-01 12:00:00
200083	eng	I am studying Japanese 2.	arnab	2023-01-01 12:00:00	2023-06-01 12:00:00
200084	jpn	時間がありません2。	mookeee	2023-01-01 12:00:00	2023-06-01 12:00:00
200085	eng	I have no time 2.	mookeee	2023-01-01 12:00:00	2023-06-01 12:00:00
200086	jpn	新しい車を買いました2。	bunbuku	2023-01-01 12:00:00	2023-06-01 12:00:00
200087	eng	I bought a new car 2.	bunbuku	2023-01-01 12:00:00	2023-06-01 12:00:00
200088	jpn	山が見えます2。	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200089	eng	I can see the mountain 2.	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200090	jpn	水を飲みます3。	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200091	eng	I drink water 3.	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200092	jpn	りんごを食べる3。	ck	2023-01-01 12:00:00	2023-06-01 12:00:00
200093	eng	I eat an apple 3.	ck	2023-01-01 12:00:00	2023-06-01 12:00:00
200094	jpn	学校へ行く3。	mookeee	2023-01-01 12:00:00	2023-06-01 12:00:00
200095	eng	I go to school 3.	mookeee	2023-01-01 12:00:00	2023-06-01 12:00:00
200096	jpn	映画を見る3。	bunbuku	2023-01-01 12:00:00	2023-06-01 12:00:00
200097	eng	I watch a movie 3.	bunbuku	2023-01-01 12:00:00	2023-06-01 12:00:00
200098	jpn	本を読みます3。	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200099	eng	I read a book 3.	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200100	jpn	犬がいます3。	ck	2023-01-01 12:00:00	2023-06-01 12:00:00
200101	eng	There is a dog 3.	ck	2023-01-01 12:00:00	2023-06-01 12:00:00
200102	jpn	猫が好きです3。	arnab	2023-01-01 12:00:00	2023-06-01 12:00:00
200103	eng	I like cats 3.	arnab	2023-01-01 12:00:00	2023-06-01 12:00:00
200104	jpn	今日は暑いです3。	mookeee	2023-01-01 12:00:00	2023-06-01 12:00:00
200105	eng	It is hot today 3.	mookeee	2023-01-01 12:00:00	2023-06-01 12:00:00
200106	jpn	friendと話す3。	bunbuku	2023-01-01 12:00:00	2023-06-01 12:00:00
200107	eng	I talk with a friend 3.	bunbuku	2023-01-01 12:00:00	2023-06-01 12:00:00
200108	jpn	先生は優しいです3。	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200109	eng	The teacher is kind 3.	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200110	jpn	電車に乗ります3。	ck	2023-01-01 12:00:00	2023-06-01 12:00:00
200111	eng	I ride the train 3.	ck	2023-01-01 12:00:00	2023-06-01 12:00:00
200112	jpn	日本語を勉強しています3。	arnab	2023-01-01 12:00:00	2023-06-01 12:00:00
200113	eng	I am studying Japanese 3.	arnab	2023-01-01 12:00:00	2023-06-01 12:00:00
200114	jpn	時間がありません3。	mookeee	2023-01-01 12:00:00	2023-06-01 12:00:00
200115	eng	I have no time 3.	mookeee	2023-01-01 12:00:00	2023-06-01 12:00:00
200116	jpn	新しい車を買いました3。	bunbuku	2023-01-01 12:00:00	2023-06-01 12:00:00
200117	eng	I bought a new car 3.	bunbuku	2023-01-01 12:00:00	2023-06-01 12:00:00
200118	jpn	山が見えます3。	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200119	eng	I can see the mountain 3.	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200120	jpn	水を飲みます4。	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200121	eng	I drink water 4.	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200122	jpn	りんごを食べる4。	ck	2023-01-01 12:00:00	2023-06-01 12:00:00
200123	eng	I eat an apple 4.	ck	2023-01-01 12:00:00	2023-06-01 12:00:00
200124	jpn	学校へ行く4。	mookeee	2023-01-01 12:00:00	2023-06-01 12:00:00
200125	eng	I go to school 4.	mookeee	2023-01-01 12:00:00	2023-06-01 12:00:00
200126	jpn	映画を見る4。	bunbuku	2023-01-01 12:00:00	2023-06-01 12:00:00
200127	eng	I watch a movie 4.	bunbuku	2023-01-01 12:00:00	2023-06-01 12:00:00
200128	jpn	本を読みます4。	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200129	eng	I read a book 4.	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200130	jpn	犬がいます4。	ck	2023-01-01 12:00:00	2023-06-01 12:00:00
200131	eng	There is a dog 4.	ck	2023-01-01 12:00:00	2023-06-01 12:00:00
200132	jpn	猫が好きです4。	arnab	2023-01-01 12:00:00	2023-06-01 12:00:00
200133	eng	I like cats 4.	arnab	2023-01-01 12:00:00	2023-06-01 12:00:00
200134	jpn	今日は暑いです4。	mookeee	2023-01-01 12:00:00	2023-06-01 12:00:00
200135	eng	It is hot today 4.	mookeee	2023-01-01 12:00:00	2023-06-01 12:00:00
200136	jpn	friendと話す4。	bunbuku	2023-01-01 12:00:00	2023-06-01 12:00:00
200137	eng	I talk with a friend 4.	bunbuku	2023-01-01 12:00:00	2023-06-01 12:00:00
200138	jpn	先生は優しいです4。	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200139	eng	The teacher is kind 4.	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200140	jpn	電車に乗ります4。	ck	2023-01-01 12:00:00	2023-06-01 12:00:00
200141	eng	I ride the train 4.	ck	2023-01-01 12:00:00	2023-06-01 12:00:00
200142	jpn	日本語を勉強しています4。	arnab	2023-01-01 12:00:00	2023-06-01 12:00:00
200143	eng	I am studying Japanese 4.	arnab	2023-01-01 12:00:00	2023-06-01 12:00:00
200144	jpn	時間がありません4。	mookeee	2023-01-01 12:00:00	2023-06-01 12:00:00
200145	eng	I have no time 4.	mookeee	2023-01-01 12:00:00	2023-06-01 12:00:00
200146	jpn	新しい車を買いました4。	bunbuku	2023-01-01 12:00:00	2023-06-01 12:00:00
200147	eng	I bought a new car 4.	bunbuku	2023-01-01 12:00:00	2023-06-01 12:00:00
200148	jpn	山が見えます4。	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200149	eng	I can see the mountain 4.	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200150	jpn	水を飲みます5。	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200151	eng	I drink water 5.	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200152	jpn	りんごを食べる5。	ck	2023-01-01 12:00:00	2023-06-01 12:00:00
200153	eng	I eat an apple 5.	ck	2023-01-01 12:00:00	2023-06-01 12:00:00
200154	jpn	学校へ行く5。	mookeee	2023-01-01 12:00:00	2023-06-01 12:00:00
200155	eng	I go to school 5.	mookeee	2023-01-01 12:00:00	2023-06-01 12:00:00
200156	jpn	映画を見る5。	bunbuku	2023-01-01 12:00:00	2023-06-01 12:00:00
200157	eng	I watch a movie 5.	bunbuku	2023-01-01 12:00:00	2023-06-01 12:00:00
200158	jpn	本を読みます5。	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200159	eng	I read a book 5.	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200160	jpn	犬がいます5。	ck	2023-01-01 12:00:00	2023-06-01 12:00:00
200161	eng	There is a dog 5.	ck	2023-01-01 12:00:00	2023-06-01 12:00:00
200162	jpn	猫が好きです5。	arnab	2023-01-01 12:00:00	2023-06-01 12:00:00
200163	eng	I like cats 5.	arnab	2023-01-01 12:00:00	2023-06-01 12:00:00
200164	jpn	今日は暑いです5。	mookeee	2023-01-01 12:00:00	2023-06-01 12:00:00
200165	eng	It is hot today 5.	mookeee	2023-01-01 12:00:00	2023-06-01 12:00:00
200166	jpn	friendと話す5。	bunbuku	2023-01-01 12:00:00	2023-06-01 12:00:00
200167	eng	I talk with a friend 5.	bunbuku	2023-01-01 12:00:00	2023-06-01 12:00:00
200168	jpn	先生は優しいです5。	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200169	eng	The teacher is kind 5.	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200170	jpn	電車に乗ります5。	ck	2023-01-01 12:00:00	2023-06-01 12:00:00
200171	eng	I ride the train 5.	ck	2023-01-01 12:00:00	2023-06-01 12:00:00
200172	jpn	日本語を勉強しています5。	arnab	2023-01-01 12:00:00	2023-06-01 12:00:00
200173	eng	I am studying Japanese 5.	arnab	2023-01-01 12:00:00	2023-06-01 12:00:00
200174	jpn	時間がありません5。	mookeee	2023-01-01 12:00:00	2023-06-01 12:00:00
200175	eng	I have no time 5.	mookeee	2023-01-01 12:00:00	2023-06-01 12:00:00
200176	jpn	新しい車を買いました5。	bunbuku	2023-01-01 12:00:00	2023-06-01 12:00:00
200177	eng	I bought a new car 5.	bunbuku	2023-01-01 12:00:00	2023-06-01 12:00:00
200178	jpn	山が見えます5。	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200179	eng	I can see the mountain 5.	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200180	jpn	水を飲みます6。	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200181	eng	I drink water 6.	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200182	jpn	りんごを食べる6。	ck	2023-01-01 12:00:00	2023-06-01 12:00:00
200183	eng	I eat an apple 6.	ck	2023-01-01 12:00:00	2023-06-01 12:00:00
200184	jpn	学校へ行く6。	mookeee	2023-01-01 12:00:00	2023-06-01 12:00:00
200185	eng	I go to school 6.	mookeee	2023-01-01 12:00:00	2023-06-01 12:00:00
200186	jpn	映画を見る6。	bunbuku	2023-01-01 12:00:00	2023-06-01 12:00:00
200187	eng	I watch a movie 6.	bunbuku	2023-01-01 12:00:00	2023-06-01 12:00:00
200188	jpn	本を読みます6。	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200189	eng	I read a book 6.	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200190	jpn	犬がいます6。	ck	2023-01-01 12:00:00	2023-06-01 12:00:00
200191	eng	There is a dog 6.	ck	2023-01-01 12:00:00	2023-06-01 12:00:00
200192	jpn	猫が好きです6。	arnab	2023-01-01 12:00:00	2023-06-01 12:00:00
200193	eng	I like cats 6.	arnab	2023-01-01 12:00:00	2023-06-01 12:00:00
200194	jpn	今日は暑いです6。	mookeee	2023-01-01 12:00:00	2023-06-01 12:00:00
200195	eng	It is hot today 6.	mookeee	2023-01-01 12:00:00	2023-06-01 12:00:00
200196	jpn	friendと話す6。	bunbuku	2023-01-01 12:00:00	2023-06-01 12:00:00
200197	eng	I talk with a friend 6.	bunbuku	2023-01-01 12:00:00	2023-06-01 12:00:00
200198	jpn	先生は優しいです6。	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200199	eng	The teacher is kind 6.	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200200	jpn	電車に乗ります6。	ck	2023-01-01 12:00:00	2023-06-01 12:00:00
200201	eng	I ride the train 6.	ck	2023-01-01 12:00:00	2023-06-01 12:00:00
200202	jpn	日本語を勉強しています6。	arnab	2023-01-01 12:00:00	2023-06-01 12:00:00
200203	eng	I am studying Japanese 6.	arnab	2023-01-01 12:00:00	2023-06-01 12:00:00
200204	jpn	時間がありません6。	mookeee	2023-01-01 12:00:00	2023-06-01 12:00:00
200205	eng	I have no time 6.	mookeee	2023-01-01 12:00:00	2023-06-01 12:00:00
200206	jpn	新しい車を買いました6。	bunbuku	2023-01-01 12:00:00	2023-06-01 12:00:00
200207	eng	I bought a new car 6.	bunbuku	2023-01-01 12:00:00	2023-06-01 12:00:00
200208	jpn	山が見えます6。	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200209	eng	I can see the mountain 6.	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200210	jpn	水を飲みます7。	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200211	eng	I drink water 7.	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200212	jpn	りんごを食べる7。	ck	2023-01-01 12:00:00	2023-06-01 12:00:00
200213	eng	I eat an apple 7.	ck	2023-01-01 12:00:00	2023-06-01 12:00:00
200214	jpn	学校へ行く7。	mookeee	2023-01-01 12:00:00	2023-06-01 12:00:00
200215	eng	I go to school 7.	mookeee	2023-01-01 12:00:00	2023-06-01 12:00:00
200216	jpn	映画を見る7。	bunbuku	2023-01-01 12:00:00	2023-06-01 12:00:00
200217	eng	I watch a movie 7.	bunbuku	2023-01-01 12:00:00	2023-06-01 12:00:00
200218	jpn	本を読みます7。	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200219	eng	I read a book 7.	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200220	jpn	犬がいます7。	ck	2023-01-01 12:00:00	2023-06-01 12:00:00
200221	eng	There is a dog 7.	ck	2023-01-01 12:00:00	2023-06-01 12:00:00
200222	jpn	猫が好きです7。	arnab	2023-01-01 12:00:00	2023-06-01 12:00:00
200223	eng	I like cats 7.	arnab	2023-01-01 12:00:00	2023-06-01 12:00:00
200224	jpn	今日は暑いです7。	mookeee	2023-01-01 12:00:00	2023-06-01 12:00:00
200225	eng	It is hot today 7.	mookeee	2023-01-01 12:00:00	2023-06-01 12:00:00
200226	jpn	friendと話す7。	bunbuku	2023-01-01 12:00:00	2023-06-01 12:00:00
200227	eng	I talk with a friend 7.	bunbuku	2023-01-01 12:00:00	2023-06-01 12:00:00
200228	jpn	先生は優しいです7。	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200229	eng	The teacher is kind 7.	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200230	jpn	電車に乗ります7。	ck	2023-01-01 12:00:00	2023-06-01 12:00:00
200231	eng	I ride the train 7.	ck	2023-01-01 12:00:00	2023-06-01 12:00:00
200232	jpn	日本語を勉強しています7。	arnab	2023-01-01 12:00:00	2023-06-01 12:00:00
200233	eng	I am studying Japanese 7.	arnab	2023-01-01 12:00:00	2023-06-01 12:00:00
200234	jpn	時間がありません7。	mookeee	2023-01-01 12:00:00	2023-06-01 12:00:00
200235	eng	I have no time 7.	mookeee	2023-01-01 12:00:00	2023-06-01 12:00:00
200236	jpn	新しい車を買いました7。	bunbuku	2023-01-01 12:00:00	2023-06-01 12:00:00
200237	eng	I bought a new car 7.	bunbuku	2023-01-01 12:00:00	2023-06-01 12:00:00
200238	jpn	山が見えます7。	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200239	eng	I can see the mountain 7.	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200240	jpn	水を飲みます8。	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200241	eng	I drink water 8.	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200242	jpn	りんごを食べる8。	ck	2023-01-01 12:00:00	2023-06-01 12:00:00
200243	eng	I eat an apple 8.	ck	2023-01-01 12:00:00	2023-06-01 12:00:00
200244	jpn	学校へ行く8。	mookeee	2023-01-01 12:00:00	2023-06-01 12:00:00
200245	eng	I go to school 8.	mookeee	2023-01-01 12:00:00	2023-06-01 12:00:00
200246	jpn	映画を見る8。	bunbuku	2023-01-01 12:00:00	2023-06-01 12:00:00
200247	eng	I watch a movie 8.	bunbuku	2023-01-01 12:00:00	2023-06-01 12:00:00
200248	jpn	本を読みます8。	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200249	eng	I read a book 8.	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200250	jpn	犬がいます8。	ck	2023-01-01 12:00:00	2023-06-01 12:00:00
200251	eng	There is a dog 8.	ck	2023-01-01 12:00:00	2023-06-01 12:00:00
200252	jpn	猫が好きです8。	arnab	2023-01-01 12:00:00	2023-06-01 12:00:00
200253	eng	I like cats 8.	arnab	2023-01-01 12:00:00	2023-06-01 12:00:00
200254	jpn	今日は暑いです8。	mookeee	2023-01-01 12:00:00	2023-06-01 12:00:00
200255	eng	It is hot today 8.	mookeee	2023-01-01 12:00:00	2023-06-01 12:00:00
200256	jpn	friendと話す8。	bunbuku	2023-01-01 12:00:00	2023-06-01 12:00:00
200257	eng	I talk with a friend 8.	bunbuku	2023-01-01 12:00:00	2023-06-01 12:00:00
200258	jpn	先生は優しいです8。	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200259	eng	The teacher is kind 8.	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200260	jpn	電車に乗ります8。	ck	2023-01-01 12:00:00	2023-06-01 12:00:00
200261	eng	I ride the train 8.	ck	2023-01-01 12:00:00	2023-06-01 12:00:00
200262	jpn	日本語を勉強しています8。	arnab	2023-01-01 12:00:00	2023-06-01 12:00:00
200263	eng	I am studying Japanese 8.	arnab	2023-01-01 12:00:00	2023-06-01 12:00:00
200264	jpn	時間がありません8。	mookeee	2023-01-01 12:00:00	2023-06-01 12:00:00
200265	eng	I have no time 8.	mookeee	2023-01-01 12:00:00	2023-06-01 12:00:00
200266	jpn	新しい車を買いました8。	bunbuku	2023-01-01 12:00:00	2023-06-01 12:00:00
200267	eng	I bought a new car 8.	bunbuku	2023-01-01 12:00:00	2023-06-01 12:00:00
200268	jpn	山が見えます8。	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200269	eng	I can see the mountain 8.	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200270	jpn	水を飲みます9。	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200271	eng	I drink water 9.	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200272	jpn	りんごを食べる9。	ck	2023-01-01 12:00:00	2023-06-01 12:00:00
200273	eng	I eat an apple 9.	ck	2023-01-01 12:00:00	2023-06-01 12:00:00
200274	jpn	学校へ行く9。	mookeee	2023-01-01 12:00:00	2023-06-01 12:00:00
200275	eng	I go to school 9.	mookeee	2023-01-01 12:00:00	2023-06-01 12:00:00
200276	jpn	映画を見る9。	bunbuku	2023-01-01 12:00:00	2023-06-01 12:00:00
200277	eng	I watch a movie 9.	bunbuku	2023-01-01 12:00:00	2023-06-01 12:00:00
200278	jpn	本を読みます9。	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200279	eng	I read a book 9.	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200280	jpn	犬がいます9。	ck	2023-01-01 12:00:00	2023-06-01 12:00:00
200281	eng	There is a dog 9.	ck	2023-01-01 12:00:00	2023-06-01 12:00:00
200282	jpn	猫が好きです9。	arnab	2023-01-01 12:00:00	2023-06-01 12:00:00
200283	eng	I like cats 9.	arnab	2023-01-01 12:00:00	2023-06-01 12:00:00
200284	jpn	今日は暑いです9。	mookeee	2023-01-01 12:00:00	2023-06-01 12:00:00
200285	eng	It is hot today 9.	mookeee	2023-01-01 12:00:00	2023-06-01 12:00:00
200286	jpn	friendと話す9。	bunbuku	2023-01-01 12:00:00	2023-06-01 12:00:00
200287	eng	I talk with a friend 9.	bunbuku	2023-01-01 12:00:00	2023-06-01 12:00:00
200288	jpn	先生は優しいです9。	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200289	eng	The teacher is kind 9.	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200290	jpn	電車に乗ります9。	ck	2023-01-01 12:00:00	2023-06-01 12:00:00
200291	eng	I ride the train 9.	ck	2023-01-01 12:00:00	2023-06-01 12:00:00
200292	jpn	日本語を勉強しています9。	arnab	2023-01-01 12:00:00	2023-06-01 12:00:00
200293	eng	I am studying Japanese 9.	arnab	2023-01-01 12:00:00	2023-06-01 12:00:00
200294	jpn	時間がありません9。	mookeee	2023-01-01 12:00:00	2023-06-01 12:00:00
200295	eng	I have no time 9.	mookeee	2023-01-01 12:00:00	2023-06-01 12:00:00
200296	jpn	新しい車を買いました9。	bunbuku	2023-01-01 12:00:00	2023-06-01 12:00:00
200297	eng	I bought a new car 9.	bunbuku	2023-01-01 12:00:00	2023-06-01 12:00:00
200298	jpn	山が見えます9。	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200299	eng	I can see the mountain 9.	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200300	jpn	水を飲みます10。	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
200301	eng	I drink water 10.	tanaka	2023-01-01 12:00:00	2023-06-01 12:00:00
